rt,responses,type,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,key_press,comparison_type,correct_side
3730.59,"{""name"":""Ricardo""}",NAME,survey-html-form,0,3738,0.0-0.0-0.0,,,,
2472.415,,,html-keyboard-response,1,6415,0.0-1.0,Welcome to the <strong>Judgment of Recency</strong> experiment! <p>Press the Space Bar to see the instructions.</p>,32,,
25162.69,,,html-keyboard-response,2,31782,0.0-2.0,"<p>In this experiment, you will encounter a number of study and question cards.<p>The <strong>study cards</strong> will have two words on it. Take note of these words; you will be asked to judge how recently you have seen them. You will have four seconds to look at the study card.</p><p>The <strong>question cards</strong> will also show you two words (with a red question mark between the words to show that it is a question card). When you encounter a question card, indicate which of the two words shown have been seen on a study card most recently. If a word has not been seen on a study card yet, treat the word as if it occurred a very long time ago. You will indicate which word occurred most recently with the ‘A’ key for the word on the left side and the ‘L’ key for the word on the right side.</p><p>Each word will be seen at most twice: once on a study card and once on a question card.</p><p>Press the Space Bar to begin.</p>",32,,
null,,,html-keyboard-response,3,36541,0.0-3.0,"<h1 style=""font-size: 35px"">CUSTARD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MESSAGE</h1>",null,,
null,,,html-keyboard-response,4,41299,0.0-4.0,"<h1 style=""font-size: 35px"">FRAGRANCE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">RELISH</h1>",null,,
null,,,html-keyboard-response,5,46053,0.0-5.0,"<h1 style=""font-size: 35px"">CHIPMUNK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CLOCK</h1>",null,,
null,,,html-keyboard-response,6,50809,0.0-6.0,"<h1 style=""font-size: 35px"">HORNET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PORTRAIT</h1>",null,,
null,,,html-keyboard-response,7,55566,0.0-7.0,"<h1 style=""font-size: 35px"">KETCHUP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">RECORD</h1>",null,,
null,,,html-keyboard-response,8,60322,0.0-8.0,"<h1 style=""font-size: 35px"">PRIMATE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HOOK</h1>",null,,
null,,,html-keyboard-response,9,65081,0.0-9.0,"<h1 style=""font-size: 35px"">COBRA</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BEAST</h1>",null,,
1909.35,,,html-keyboard-response,10,67743,0.0-10.0,"<h1 style=""font-size: 35px;"">PEANUT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PORTRAIT</h1>",76,,
null,,,html-keyboard-response,11,72499,0.0-11.0,"<h1 style=""font-size: 35px"">MUFFIN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ROD</h1>",null,,
2448.64,,,html-keyboard-response,12,75704,0.0-12.0,"<h1 style=""font-size: 35px;"">FRAGRANCE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HORNET</h1>",76,,
null,,,html-keyboard-response,13,80468,0.0-13.0,"<h1 style=""font-size: 35px"">SCARECROW</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BOYFRIEND</h1>",null,,
1779.935,,,html-keyboard-response,14,82999,0.0-14.0,"<h1 style=""font-size: 35px;"">BEAST<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HOOK</h1>",65,,
null,,,html-keyboard-response,15,87757,0.0-15.0,"<h1 style=""font-size: 35px"">GROUND</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SODA</h1>",null,,
3294.92,,,html-keyboard-response,16,91807,0.0-16.0,"<h1 style=""font-size: 35px;"">RECORD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CASKET</h1>",65,,
null,,,html-keyboard-response,17,96565,0.0-17.0,"<h1 style=""font-size: 35px"">HOUND</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TEACHER</h1>",null,,
2361.1,,,html-keyboard-response,18,99679,0.0-18.0,"<h1 style=""font-size: 35px;"">PRIMATE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BOYFRIEND</h1>",76,,
null,,,html-keyboard-response,19,104440,0.0-19.0,"<h1 style=""font-size: 35px"">FLOWER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CRIB</h1>",null,,
2163.49,,,html-keyboard-response,20,107359,0.0-20.0,"<h1 style=""font-size: 35px;"">HOUND<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>KETCHUP</h1>",65,,
null,,,html-keyboard-response,21,112113,0.0-21.0,"<h1 style=""font-size: 35px"">CHEMIST</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WORLD</h1>",null,,
1970.605,,,html-keyboard-response,22,114840,0.0-22.0,"<h1 style=""font-size: 35px;"">RELISH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WORLD</h1>",76,,
null,,,html-keyboard-response,23,119593,0.0-23.0,"<h1 style=""font-size: 35px"">PILOT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HANDBAG</h1>",null,,
3612.74,,,html-keyboard-response,24,123960,0.0-24.0,"<h1 style=""font-size: 35px;"">BATHTUB<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ROD</h1>",65,,
null,,,html-keyboard-response,25,128719,0.0-25.0,"<h1 style=""font-size: 35px"">COCKTAIL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">JAPAN</h1>",null,,
2093.895,,,html-keyboard-response,26,131568,0.0-26.0,"<h1 style=""font-size: 35px;"">MUFFIN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>JAPAN</h1>",76,,
null,,,html-keyboard-response,27,136327,0.0-27.0,"<h1 style=""font-size: 35px"">SERVANT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FRUIT</h1>",null,,
1997.85,,,html-keyboard-response,28,139080,0.0-28.0,"<h1 style=""font-size: 35px;"">CUSTARD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COCKTAIL</h1>",76,,
null,,,html-keyboard-response,29,143839,0.0-29.0,"<h1 style=""font-size: 35px"">SLOPE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BIKE</h1>",null,,
2009.26,,,html-keyboard-response,30,146600,0.0-30.0,"<h1 style=""font-size: 35px;"">FRUIT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>XEROX</h1>",65,,
null,,,html-keyboard-response,31,151357,0.0-31.0,"<h1 style=""font-size: 35px"">DENTIST</h1><h1 style=""font-size: 35px; margin-top: 45px;"">OX</h1>",null,,
139.135,,,html-keyboard-response,32,152248,0.0-32.0,"<h1 style=""font-size: 35px;"">SODA<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CHIPMUNK</h1>",76,,
null,,,html-keyboard-response,33,157002,0.0-33.0,"<h1 style=""font-size: 35px"">EAGLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MOP</h1>",null,,
2463.38,,,html-keyboard-response,34,160217,0.0-34.0,"<h1 style=""font-size: 35px;"">CRIB<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GROUND</h1>",65,,
null,,,html-keyboard-response,35,164974,0.0-35.0,"<h1 style=""font-size: 35px"">SCARF</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BANK</h1>",null,,
2442.915,,,html-keyboard-response,36,168168,0.0-36.0,"<h1 style=""font-size: 35px;"">CHEMIST<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SCARF</h1>",65,,
null,,,html-keyboard-response,37,172922,0.0-37.0,"<h1 style=""font-size: 35px"">SHOULDER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FLIPPER</h1>",null,,
1446.25,,,html-keyboard-response,38,175120,0.0-38.0,"<h1 style=""font-size: 35px;"">MEAT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BANK</h1>",76,,
null,,,html-keyboard-response,39,179880,0.0-39.0,"<h1 style=""font-size: 35px"">CRUTCH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">OFFICE</h1>",null,,
7764.985,,,html-keyboard-response,40,188401,0.0-40.0,"<h1 style=""font-size: 35px;"">MESSAGE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PILOT</h1>",76,,
null,,,html-keyboard-response,41,193159,0.0-41.0,"<h1 style=""font-size: 35px"">FLEET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SCOTCH</h1>",null,,
2160.665,,,html-keyboard-response,42,196073,0.0-42.0,"<h1 style=""font-size: 35px;"">EAGLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>OX</h1>",76,,
null,,,html-keyboard-response,43,200832,0.0-43.0,"<h1 style=""font-size: 35px"">OZONE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LUNCH</h1>",null,,
1377.535,,,html-keyboard-response,44,202961,0.0-44.0,"<h1 style=""font-size: 35px;"">OZONE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WITNESS</h1>",65,,
null,,,html-keyboard-response,45,207721,0.0-45.0,"<h1 style=""font-size: 35px"">PASTRY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MISSILE</h1>",null,,
3573.875,,,html-keyboard-response,46,212049,0.0-46.0,"<h1 style=""font-size: 35px;"">BIKE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SCOTCH</h1>",65,,
null,,,html-keyboard-response,47,216805,0.0-47.0,"<h1 style=""font-size: 35px"">CITRUS</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HIGHWAY</h1>",null,,
1536.42,,,html-keyboard-response,48,219097,0.0-48.0,"<h1 style=""font-size: 35px;"">OFFICE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CITRUS</h1>",76,,
null,,,html-keyboard-response,49,223858,0.0-49.0,"<h1 style=""font-size: 35px"">APPLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ACTOR</h1>",null,,
2443.63,,,html-keyboard-response,50,227057,0.0-50.0,"<h1 style=""font-size: 35px;"">ACTOR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HIGHWAY</h1>",65,,
null,,,html-keyboard-response,51,231811,0.0-51.0,"<h1 style=""font-size: 35px"">POPCORN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">RUG</h1>",null,,
1058.145,,,html-keyboard-response,52,233626,0.0-52.0,"<h1 style=""font-size: 35px;"">BRACES<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>POPCORN</h1>",76,,
null,,,html-keyboard-response,53,238380,0.0-53.0,"<h1 style=""font-size: 35px"">CLIMBER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FILM</h1>",null,,
1334.535,,,html-keyboard-response,54,240466,0.0-54.0,"<h1 style=""font-size: 35px;"">LUNCH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FILM</h1>",76,,
null,,,html-keyboard-response,55,245224,0.0-55.0,"<h1 style=""font-size: 35px"">BRICK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BUTCHER</h1>",null,,
1198,,,html-keyboard-response,56,247178,0.0-56.0,"<h1 style=""font-size: 35px;"">BRICK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SHOULDER</h1>",65,,
null,,,html-keyboard-response,57,251936,0.0-57.0,"<h1 style=""font-size: 35px"">NAPKIN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GALLON</h1>",null,,
909.935,,,html-keyboard-response,58,253602,0.0-58.0,"<h1 style=""font-size: 35px;"">NAPKIN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>RADISH</h1>",65,,
null,,,html-keyboard-response,59,258363,0.0-59.0,"<h1 style=""font-size: 35px"">WHISKERS</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FRIAR</h1>",null,,
1925.795,,,html-keyboard-response,60,261042,0.0-60.0,"<h1 style=""font-size: 35px;"">SLOPE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>RUG</h1>",76,,
null,,,html-keyboard-response,61,265800,0.0-61.0,"<h1 style=""font-size: 35px"">BARLEY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LUMBER</h1>",null,,
1162.315,,,html-keyboard-response,62,267714,0.0-62.0,"<h1 style=""font-size: 35px;"">BUTCHER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MISSILE</h1>",65,,
null,,,html-keyboard-response,63,272473,0.0-63.0,"<h1 style=""font-size: 35px"">LADY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LODGE</h1>",null,,
984.13,,,html-keyboard-response,64,274211,0.0-64.0,"<h1 style=""font-size: 35px;"">LUMBER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LODGE</h1>",76,,
null,,,html-keyboard-response,65,278969,0.0-65.0,"<h1 style=""font-size: 35px"">CATCHER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HARP</h1>",null,,
2533.69,,,html-keyboard-response,66,282259,0.0-66.0,"<h1 style=""font-size: 35px;"">THREAD<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CRUTCH</h1>",76,,
null,,,html-keyboard-response,67,287011,0.0-67.0,"<h1 style=""font-size: 35px"">JOURNAL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">JUDGE</h1>",null,,
1848.21,,,html-keyboard-response,68,289611,0.0-68.0,"<h1 style=""font-size: 35px;"">CATCHER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LADY</h1>",65,,
null,,,html-keyboard-response,69,294370,0.0-69.0,"<h1 style=""font-size: 35px"">CLOTHES</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DOUGHNUT</h1>",null,,
2167.56,,,html-keyboard-response,70,297291,0.0-70.0,"<h1 style=""font-size: 35px;"">DOUGHNUT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FRIAR</h1>",65,,
null,,,html-keyboard-response,71,302052,0.0-71.0,"<h1 style=""font-size: 35px"">BURGLAR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">OINTMENT</h1>",null,,
1867.675,,,html-keyboard-response,72,304675,0.0-72.0,"<h1 style=""font-size: 35px;"">JOURNAL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PISTON</h1>",65,,
null,,,html-keyboard-response,73,309430,0.0-73.0,"<h1 style=""font-size: 35px"">COOK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ZIPPER</h1>",null,,
4440.805,,,html-keyboard-response,74,314627,0.0-74.0,"<h1 style=""font-size: 35px;"">GALLON<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ORCHID</h1>",65,"16,many",0
null,,,html-keyboard-response,75,319380,0.0-75.0,"<h1 style=""font-size: 35px"">BRANCH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HAWK</h1>",null,,
907.595,,,html-keyboard-response,76,321043,0.0-76.0,"<h1 style=""font-size: 35px;"">BRANCH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WHISKERS</h1>",65,"0,16",0
null,,,html-keyboard-response,77,325800,0.0-77.0,"<h1 style=""font-size: 35px"">PLUTO</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GIFT</h1>",null,,
1312.7,,,html-keyboard-response,78,327868,0.0-78.0,"<h1 style=""font-size: 35px;"">LIVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COBRA</h1>",76,"68,many",1
null,,,html-keyboard-response,79,332623,0.0-79.0,"<h1 style=""font-size: 35px"">SHRUB</h1><h1 style=""font-size: 35px; margin-top: 45px;"">ROOSTER</h1>",null,,
3344.875,,,html-keyboard-response,80,336724,0.0-80.0,"<h1 style=""font-size: 35px;"">FLASK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PLUTO</h1>",76,"2,many",1
null,,,html-keyboard-response,81,341479,0.0-81.0,"<h1 style=""font-size: 35px"">ITEM</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BLADE</h1>",null,,
3390.435,,,html-keyboard-response,82,345620,0.0-82.0,"<h1 style=""font-size: 35px;"">GIFT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SHRUB</h1>",76,"2,4",1
null,,,html-keyboard-response,83,350375,0.0-83.0,"<h1 style=""font-size: 35px"">BANJO</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPONGE</h1>",null,,
1354.125,,,html-keyboard-response,84,352484,0.0-84.0,"<h1 style=""font-size: 35px;"">ITEM<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>JUDGE</h1>",76,"2,16",0
null,,,html-keyboard-response,85,357242,0.0-85.0,"<h1 style=""font-size: 35px"">CANDY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GYMNAST</h1>",null,,
1245.79,,,html-keyboard-response,86,359244,0.0-86.0,"<h1 style=""font-size: 35px;"">BLADE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TEACHER</h1>",65,"4,68",0
null,,,html-keyboard-response,87,364003,0.0-87.0,"<h1 style=""font-size: 35px"">JELLY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COUNTRY</h1>",null,,
1320.775,,,html-keyboard-response,88,366076,0.0-88.0,"<h1 style=""font-size: 35px;"">CANDY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FLOWER</h1>",65,"2,68",0
null,,,html-keyboard-response,89,370834,0.0-89.0,"<h1 style=""font-size: 35px"">KEEPER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COURSE</h1>",null,,
1567.78,,,html-keyboard-response,90,373156,0.0-90.0,"<h1 style=""font-size: 35px;"">NIGHTGOWN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>KEEPER</h1>",76,"0,many",1
null,,,html-keyboard-response,91,377908,0.0-91.0,"<h1 style=""font-size: 35px"">MAILMAN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TUBA</h1>",null,,
15581.81,,,html-keyboard-response,92,394244,0.0-92.0,"<h1 style=""font-size: 35px;"">HAWK<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HANDBAG</h1>",65,"16,68",0
null,,,html-keyboard-response,93,399001,0.0-93.0,"<h1 style=""font-size: 35px"">TYPIST</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPOOL</h1>",null,,
4007.45,,,html-keyboard-response,94,403765,0.0-94.0,"<h1 style=""font-size: 35px;"">MAILMAN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TYPIST</h1>",76,"0,2",1
null,,,html-keyboard-response,95,408523,0.0-95.0,"<h1 style=""font-size: 35px"">BUGGY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">HORSE</h1>",null,,
805.82,,,html-keyboard-response,96,410085,0.0-96.0,"<h1 style=""font-size: 35px;"">BUGGY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SERVANT</h1>",65,"0,68",0
null,,,html-keyboard-response,97,414839,0.0-97.0,"<h1 style=""font-size: 35px"">BINDER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">YARN</h1>",null,,
1556.37,,,html-keyboard-response,98,417149,0.0-98.0,"<h1 style=""font-size: 35px;"">SPOOL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PEDAL</h1>",65,"4,many",0
null,,,html-keyboard-response,99,421906,0.0-99.0,"<h1 style=""font-size: 35px"">TABLET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SILK</h1>",null,,
1432.53,,,html-keyboard-response,100,424093,0.0-100.0,"<h1 style=""font-size: 35px;"">BANJO<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HORSE</h1>",76,"4,16",1
null,,,html-keyboard-response,101,428851,0.0-101.0,"<h1 style=""font-size: 35px"">MARKET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GUARD</h1>",null,,
1152.53,,,html-keyboard-response,102,430757,0.0-102.0,"<h1 style=""font-size: 35px;"">YARN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MARKET</h1>",76,"0,4",1
null,,,html-keyboard-response,103,435517,0.0-103.0,"<h1 style=""font-size: 35px"">INMATE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TWEEZERS</h1>",null,,
1213.695,,,html-keyboard-response,104,437485,0.0-104.0,"<h1 style=""font-size: 35px;"">EXPERT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>INMATE</h1>",76,"0,many",1
null,,,html-keyboard-response,105,442244,0.0-105.0,"<h1 style=""font-size: 35px"">FINGER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PLAZA</h1>",null,,
1149.535,,,html-keyboard-response,106,444149,0.0-106.0,"<h1 style=""font-size: 35px;"">FINGER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FLIPPER</h1>",65,"0,68",0
null,,,html-keyboard-response,107,448905,0.0-107.0,"<h1 style=""font-size: 35px"">ELBOW</h1><h1 style=""font-size: 35px; margin-top: 45px;"">VELVET</h1>",null,,
1128.89,,,html-keyboard-response,108,450790,0.0-108.0,"<h1 style=""font-size: 35px;"">GRIZZLY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TUBA</h1>",76,"16,many",1
null,,,html-keyboard-response,109,455550,0.0-109.0,"<h1 style=""font-size: 35px"">CAPTIVE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FLAG</h1>",null,,
