rt,responses,type,trial_type,trial_index,time_elapsed,internal_node_id,stimulus,key_press,comparison_type,correct_side
2984.91,,,html-keyboard-response,110,459286,0.0-110.0,"<h1 style=""font-size: 35px;"">FLEET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SAUSAGE</h1>",65,"68,many",0
null,,,html-keyboard-response,111,464041,0.0-111.0,"<h1 style=""font-size: 35px"">NOVEL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SHELTER</h1>",null,,
3029.445,,,html-keyboard-response,112,467822,0.0-112.0,"<h1 style=""font-size: 35px;"">SHERIFF<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>ELBOW</h1>",65,"4,many",1
null,,,html-keyboard-response,113,472581,0.0-113.0,"<h1 style=""font-size: 35px"">COFFEE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TUNNEL</h1>",null,,
3054.01,,,html-keyboard-response,114,476391,0.0-114.0,"<h1 style=""font-size: 35px;"">PASTRY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CAPTIVE</h1>",76,"4,68",1
null,,,html-keyboard-response,115,481143,0.0-115.0,"<h1 style=""font-size: 35px"">GARLIC</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MATCH</h1>",null,,
738.705,,,html-keyboard-response,116,482638,0.0-116.0,"<h1 style=""font-size: 35px;"">GARLIC<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COFFEE</h1>",65,"0,2",0
null,,,html-keyboard-response,117,487392,0.0-117.0,"<h1 style=""font-size: 35px"">HERO</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BALLOON</h1>",null,,
3957.76,,,html-keyboard-response,118,492102,0.0-118.0,"<h1 style=""font-size: 35px;"">TUNNEL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>GUARD</h1>",76,"4,16",0
null,,,html-keyboard-response,119,496854,0.0-119.0,"<h1 style=""font-size: 35px"">TRENCH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PLIERS</h1>",null,,
2621,,,html-keyboard-response,120,500227,0.0-120.0,"<h1 style=""font-size: 35px;"">HERO<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MATCH</h1>",76,"2,4",0
null,,,html-keyboard-response,121,504986,0.0-121.0,"<h1 style=""font-size: 35px"">CREATURE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WAITRESS</h1>",null,,
1332.825,,,html-keyboard-response,122,507071,0.0-122.0,"<h1 style=""font-size: 35px;"">CLIMBER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PLAZA</h1>",76,"16,68",1
null,,,html-keyboard-response,123,511831,0.0-123.0,"<h1 style=""font-size: 35px"">BOX</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GRAVEL</h1>",null,,
1485.715,,,html-keyboard-response,124,514070,0.0-124.0,"<h1 style=""font-size: 35px;"">CREATURE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>VIRUS</h1>",65,"2,many",0
null,,,html-keyboard-response,125,518828,0.0-125.0,"<h1 style=""font-size: 35px"">FLESH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BLENDER</h1>",null,,
5922.375,,,html-keyboard-response,126,525503,0.0-126.0,"<h1 style=""font-size: 35px;"">FLAG<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FLESH</h1>",76,"0,16",1
null,,,html-keyboard-response,127,530263,0.0-127.0,"<h1 style=""font-size: 35px"">CHILD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PASSAGE</h1>",null,,
1707.84,,,html-keyboard-response,128,532727,0.0-128.0,"<h1 style=""font-size: 35px;"">BLENDER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>NOVEL</h1>",65,"2,16",0
null,,,html-keyboard-response,129,537483,0.0-129.0,"<h1 style=""font-size: 35px"">BANKER</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SHARK</h1>",null,,
1503.9,,,html-keyboard-response,130,539743,0.0-130.0,"<h1 style=""font-size: 35px;"">BARLEY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CHILD</h1>",76,"2,68",1
null,,,html-keyboard-response,131,544501,0.0-131.0,"<h1 style=""font-size: 35px"">BOUQUET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">NEUTRON</h1>",null,,
1016.86,,,html-keyboard-response,132,546271,0.0-132.0,"<h1 style=""font-size: 35px;"">PASSAGE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BOUQUET</h1>",76,"0,4",1
null,,,html-keyboard-response,133,551029,0.0-133.0,"<h1 style=""font-size: 35px"">LION</h1><h1 style=""font-size: 35px; margin-top: 45px;"">THRONE</h1>",null,,
1518.545,,,html-keyboard-response,134,553303,0.0-134.0,"<h1 style=""font-size: 35px;"">NEUTRON<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BANKER</h1>",65,"2,4",0
null,,,html-keyboard-response,135,558063,0.0-135.0,"<h1 style=""font-size: 35px"">POLICE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">OUTFIT</h1>",null,,
1173.805,,,html-keyboard-response,136,559991,0.0-136.0,"<h1 style=""font-size: 35px;"">POLICE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DRILL</h1>",65,"0,many",0
null,,,html-keyboard-response,137,564751,0.0-137.0,"<h1 style=""font-size: 35px"">DRUG</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WAITER</h1>",null,,
1620.755,,,html-keyboard-response,138,567128,0.0-138.0,"<h1 style=""font-size: 35px;"">DRUG<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>WAITRESS</h1>",65,"0,16",0
null,,,html-keyboard-response,139,571885,0.0-139.0,"<h1 style=""font-size: 35px"">AIRPORT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BUBBLE</h1>",null,,
3566.35,,,html-keyboard-response,140,576208,0.0-140.0,"<h1 style=""font-size: 35px;"">WAITER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BOX</h1>",65,"2,16",0
null,,,html-keyboard-response,141,580967,0.0-141.0,"<h1 style=""font-size: 35px"">SKIRT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PENGUIN</h1>",null,,
1112.61,,,html-keyboard-response,142,582832,0.0-142.0,"<h1 style=""font-size: 35px;"">AIRPORT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SKIRT</h1>",76,"0,2",1
null,,,html-keyboard-response,143,587585,0.0-143.0,"<h1 style=""font-size: 35px"">PERMIT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COUCH</h1>",null,,
2349.65,,,html-keyboard-response,144,590688,0.0-144.0,"<h1 style=""font-size: 35px;"">RAFT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PENGUIN</h1>",76,"2,many",1
null,,,html-keyboard-response,145,595441,0.0-145.0,"<h1 style=""font-size: 35px"">SWAMP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LAKE</h1>",null,,
1395.48,,,html-keyboard-response,146,597592,0.0-146.0,"<h1 style=""font-size: 35px;"">PERMIT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LOFT</h1>",65,"4,many",0
null,,,html-keyboard-response,147,602349,0.0-147.0,"<h1 style=""font-size: 35px"">NURSE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">COSTUME</h1>",null,,
1408.295,,,html-keyboard-response,148,604512,0.0-148.0,"<h1 style=""font-size: 35px;"">ROOSTER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>NURSE</h1>",76,"0,68",1
null,,,html-keyboard-response,149,609269,0.0-149.0,"<h1 style=""font-size: 35px"">CLAMP</h1><h1 style=""font-size: 35px; margin-top: 45px;"">WHISTLE</h1>",null,,
2975.695,,,html-keyboard-response,150,613001,0.0-150.0,"<h1 style=""font-size: 35px;"">LION<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PLAID</h1>",65,"16,many",0
null,,,html-keyboard-response,151,617753,0.0-151.0,"<h1 style=""font-size: 35px"">PALACE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GREASE</h1>",null,,
3325.755,,,html-keyboard-response,152,621832,0.0-152.0,"<h1 style=""font-size: 35px;"">SPONGE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>OUTFIT</h1>",76,"16,68",1
null,,,html-keyboard-response,153,626594,0.0-153.0,"<h1 style=""font-size: 35px"">SALAD</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CROSS</h1>",null,,
938.705,,,html-keyboard-response,154,628288,0.0-154.0,"<h1 style=""font-size: 35px;"">CLAMP<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SALAD</h1>",76,"0,4",1
null,,,html-keyboard-response,155,633048,0.0-155.0,"<h1 style=""font-size: 35px"">FLUTE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BADGE</h1>",null,,
5980.835,,,html-keyboard-response,156,639785,0.0-156.0,"<h1 style=""font-size: 35px;"">JELLY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PACKAGE</h1>",76,"68,many",0
null,,,html-keyboard-response,157,644546,0.0-157.0,"<h1 style=""font-size: 35px"">CARRIAGE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CARROT</h1>",null,,
6283.14,,,html-keyboard-response,158,651585,0.0-158.0,"<h1 style=""font-size: 35px;"">FLUTE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COURSE</h1>",76,"2,68",0
null,,,html-keyboard-response,159,656347,0.0-159.0,"<h1 style=""font-size: 35px"">CONCERT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">TREAT</h1>",null,,
4508.17,,,html-keyboard-response,160,661607,0.0-160.0,"<h1 style=""font-size: 35px;"">BINDER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BADGE</h1>",65,"4,68",1
null,,,html-keyboard-response,161,666363,0.0-161.0,"<h1 style=""font-size: 35px"">TURTLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DANCER</h1>",null,,
5066.185,,,html-keyboard-response,162,672185,0.0-162.0,"<h1 style=""font-size: 35px;"">CARROT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SWAMP</h1>",65,"4,16",0
null,,,html-keyboard-response,163,676942,0.0-163.0,"<h1 style=""font-size: 35px"">OUTLAW</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SPIDER</h1>",null,,
2623.625,,,html-keyboard-response,164,680321,0.0-164.0,"<h1 style=""font-size: 35px;"">COSTUME<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CONCERT</h1>",76,"4,16",1
null,,,html-keyboard-response,165,685078,0.0-165.0,"<h1 style=""font-size: 35px"">DONOR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">STAMP</h1>",null,,
1071.485,,,html-keyboard-response,166,686906,0.0-166.0,"<h1 style=""font-size: 35px;"">WHISTLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DONOR</h1>",76,"0,16",1
null,,,html-keyboard-response,167,691665,0.0-167.0,"<h1 style=""font-size: 35px"">EMPIRE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SUPPER</h1>",null,,
4534.985,,,html-keyboard-response,168,696954,0.0-168.0,"<h1 style=""font-size: 35px;"">TABLET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>OUTLAW</h1>",65,"4,68",1
null,,,html-keyboard-response,169,701709,0.0-169.0,"<h1 style=""font-size: 35px"">SLIME</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DRIVER</h1>",null,,
1056.485,,,html-keyboard-response,170,703522,0.0-170.0,"<h1 style=""font-size: 35px;"">EMPIRE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SLIME</h1>",76,"0,2",1
null,,,html-keyboard-response,171,708281,0.0-171.0,"<h1 style=""font-size: 35px"">PADDLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CHAMPAGNE</h1>",null,,
861.865,,,html-keyboard-response,172,709898,0.0-172.0,"<h1 style=""font-size: 35px;"">PADDLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TWEEZERS</h1>",65,"0,68",0
null,,,html-keyboard-response,173,714657,0.0-173.0,"<h1 style=""font-size: 35px"">CRAB</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FUNGUS</h1>",null,,
1273.235,,,html-keyboard-response,174,716682,0.0-174.0,"<h1 style=""font-size: 35px;"">CHAMPAGNE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LONDON</h1>",65,"2,many",0
null,,,html-keyboard-response,175,721442,0.0-175.0,"<h1 style=""font-size: 35px"">LUGGAGE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BRANDY</h1>",null,,
1447.2,,,html-keyboard-response,176,723642,0.0-176.0,"<h1 style=""font-size: 35px;"">CRAB<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TREAT</h1>",65,"2,16",0
null,,,html-keyboard-response,177,728396,0.0-177.0,"<h1 style=""font-size: 35px"">SCALPEL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FIREMAN</h1>",null,,
1547.195,,,html-keyboard-response,178,730698,0.0-178.0,"<h1 style=""font-size: 35px;"">BASEMENT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FUNGUS</h1>",76,"4,many",1
null,,,html-keyboard-response,179,735452,0.0-179.0,"<h1 style=""font-size: 35px"">CLAM</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DIME</h1>",null,,
2890.995,,,html-keyboard-response,180,739099,0.0-180.0,"<h1 style=""font-size: 35px;"">SHELTER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>FREEZER</h1>",65,"68,many",0
null,,,html-keyboard-response,181,743854,0.0-181.0,"<h1 style=""font-size: 35px"">CHURCH</h1><h1 style=""font-size: 35px; margin-top: 45px;"">GRILL</h1>",null,,
2706.145,,,html-keyboard-response,182,747315,0.0-182.0,"<h1 style=""font-size: 35px;"">COMET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>STAMP</h1>",76,"16,many",1
null,,,html-keyboard-response,183,752069,0.0-183.0,"<h1 style=""font-size: 35px"">PRINCESS</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MONSTER</h1>",null,,
917.995,,,html-keyboard-response,184,753739,0.0-184.0,"<h1 style=""font-size: 35px;"">CLAM<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PRINCESS</h1>",76,"0,4",1
null,,,html-keyboard-response,185,758498,0.0-185.0,"<h1 style=""font-size: 35px"">TERMITE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">YACHT</h1>",null,,
1373.22,,,html-keyboard-response,186,760627,0.0-186.0,"<h1 style=""font-size: 35px;"">BALLOON<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>MONSTER</h1>",76,"2,68",1
null,,,html-keyboard-response,187,765384,0.0-187.0,"<h1 style=""font-size: 35px"">GIRL</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LILY</h1>",null,,
3550.95,,,html-keyboard-response,188,769691,0.0-188.0,"<h1 style=""font-size: 35px;"">TERMITE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>YACHT</h1>",65,"2,4",1
null,,,html-keyboard-response,189,774449,0.0-189.0,"<h1 style=""font-size: 35px"">BLOCKADE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">INFANT</h1>",null,,
1131.165,,,html-keyboard-response,190,776332,0.0-190.0,"<h1 style=""font-size: 35px;"">FOOT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BLOCKADE</h1>",76,"0,many",1
null,,,html-keyboard-response,191,781091,0.0-191.0,"<h1 style=""font-size: 35px"">TRUCK</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BEAVER</h1>",null,,
1212.37,,,html-keyboard-response,192,783059,0.0-192.0,"<h1 style=""font-size: 35px;"">GRAVEL<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BRANDY</h1>",76,"16,68",1
null,,,html-keyboard-response,193,787817,0.0-193.0,"<h1 style=""font-size: 35px"">SALT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">POISON</h1>",null,,
1894.505,,,html-keyboard-response,194,790467,0.0-194.0,"<h1 style=""font-size: 35px;"">FIREMAN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TRUCK</h1>",65,"2,16",1
null,,,html-keyboard-response,195,795224,0.0-195.0,"<h1 style=""font-size: 35px"">BULLET</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BUREAU</h1>",null,,
1810.89,,,html-keyboard-response,196,797788,0.0-196.0,"<h1 style=""font-size: 35px;"">BEAVER<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SALT</h1>",65,"2,4",1
null,,,html-keyboard-response,197,802546,0.0-197.0,"<h1 style=""font-size: 35px"">DONKEY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DOLPHIN</h1>",null,,
2094.695,,,html-keyboard-response,198,805395,0.0-198.0,"<h1 style=""font-size: 35px;"">CHURCH<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>SHARK</h1>",65,"16,68",0
null,,,html-keyboard-response,199,810156,0.0-199.0,"<h1 style=""font-size: 35px"">TWIG</h1><h1 style=""font-size: 35px; margin-top: 45px;"">FOREST</h1>",null,,
1184.59,,,html-keyboard-response,200,812092,0.0-200.0,"<h1 style=""font-size: 35px;"">BULLET<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>TWIG</h1>",76,"0,4",1
null,,,html-keyboard-response,201,816847,0.0-201.0,"<h1 style=""font-size: 35px"">HUMAN</h1><h1 style=""font-size: 35px; margin-top: 45px;"">BOARD</h1>",null,,
1929.165,,,html-keyboard-response,202,819532,0.0-202.0,"<h1 style=""font-size: 35px;"">THRONE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>DONKEY</h1>",76,"4,68",1
null,,,html-keyboard-response,203,824289,0.0-203.0,"<h1 style=""font-size: 35px"">VALLEY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CONVICT</h1>",null,,
1539.6,,,html-keyboard-response,204,826580,0.0-204.0,"<h1 style=""font-size: 35px;"">ARMY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LILY</h1>",76,"16,many",1
null,,,html-keyboard-response,205,831341,0.0-205.0,"<h1 style=""font-size: 35px"">CHAUFFEUR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MOTOR</h1>",null,,
1269.97,,,html-keyboard-response,206,833364,0.0-206.0,"<h1 style=""font-size: 35px;"">STONE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>HUMAN</h1>",76,"4,many",1
null,,,html-keyboard-response,207,838119,0.0-207.0,"<h1 style=""font-size: 35px"">STAR</h1><h1 style=""font-size: 35px; margin-top: 45px;"">LEOPARD</h1>",null,,
961.21,,,html-keyboard-response,208,839836,0.0-208.0,"<h1 style=""font-size: 35px;"">CHAUFFEUR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>STAR</h1>",76,"0,2",1
null,,,html-keyboard-response,209,844595,0.0-209.0,"<h1 style=""font-size: 35px"">BLUEPRINT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">KIDNEY</h1>",null,,
2008.37,,,html-keyboard-response,210,847357,0.0-210.0,"<h1 style=""font-size: 35px;"">MOTOR<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>POISON</h1>",65,"4,16",0
null,,,html-keyboard-response,211,852110,0.0-211.0,"<h1 style=""font-size: 35px"">MAPLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SLUG</h1>",null,,
1293.72,,,html-keyboard-response,212,854157,0.0-212.0,"<h1 style=""font-size: 35px;"">BLUEPRINT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PICNIC</h1>",65,"2,many",0
null,,,html-keyboard-response,213,858911,0.0-213.0,"<h1 style=""font-size: 35px"">VAGRANT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">SIBLING</h1>",null,,
933.805,,,html-keyboard-response,214,860597,0.0-214.0,"<h1 style=""font-size: 35px;"">VAGRANT<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>LAKE</h1>",65,"0,68",0
null,,,html-keyboard-response,215,865353,0.0-215.0,"<h1 style=""font-size: 35px"">TOMBSTONE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">CANAL</h1>",null,,
698.14,,,html-keyboard-response,216,866805,0.0-216.0,"<h1 style=""font-size: 35px;"">TOMBSTONE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>COMPASS</h1>",65,"0,many",0
null,,,html-keyboard-response,217,871565,0.0-217.0,"<h1 style=""font-size: 35px"">PEBBLE</h1><h1 style=""font-size: 35px; margin-top: 45px;"">DAISY</h1>",null,,
1165.935,,,html-keyboard-response,218,873485,0.0-218.0,"<h1 style=""font-size: 35px;"">PEBBLE<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>BOARD</h1>",65,"0,16",0
null,,,html-keyboard-response,219,878237,0.0-219.0,"<h1 style=""font-size: 35px"">MUMMY</h1><h1 style=""font-size: 35px; margin-top: 45px;"">MARINE</h1>",null,,
2768.18,,,html-keyboard-response,220,881757,0.0-220.0,"<h1 style=""font-size: 35px;"">COIN<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>PALACE</h1>",76,"68,many",1
null,,,html-keyboard-response,221,886518,0.0-221.0,"<h1 style=""font-size: 35px"">REPORT</h1><h1 style=""font-size: 35px; margin-top: 45px;"">PAPER</h1>",null,,
1155.05,,,html-keyboard-response,222,888429,0.0-222.0,"<h1 style=""font-size: 35px;"">MUMMY<span style=""color: #ff0000; padding-left: 50px; padding-right: 50px;""> ? </span>CROSS</h1>",65,"2,68",0